Customer ID,Recommended Product,Current Plan,Product Interest,Monthly Data Usage (GB),Monthly Voice Minutes,Monthly SMS Sent,Recommended
56453,Discounted SMS Bundles,,Voice Plans,23.23,1590,320,1
27882,Loyalty-Based Free Data Top-Ups,,Voice Plans,15.51,993,139,1
98171,Contract Extension Bonuses,,Device Offers,46.66,1490,279,1
75763,Loyalty-Based Free Data Top-Ups,,Voice Plans,6.37,1441,33,1
77285,Discounted Voice Bundles,,Device Offers,46.72,243,308,1
33648,Loyalty-Based Free Data Top-Ups,,Voice Plans,34.35,483,391,1
47829,Upgrade to Premium Services for Free,,Voice Plans,26.81,315,17,1
43985,Contract Extension Bonuses,,Data Plans,2.12,1484,56,1
57612,Upgrade to Premium Services for Free,,Device Offers,24.04,423,111,1
41595,Discounted Voice Bundles,,Voice Plans,20.68,1138,4,1
16189,Upgrade to Premium Services for Free,,Device Offers,8.48,316,409,1
78386,Discounted SMS Bundles,,Device Offers,32.99,1615,413,1
10459,Discounted Voice Bundles,,Value-Added Services,48.57,1050,181,1
44376,Discounted Voice Bundles,,Data Plans,28.33,1670,12,1
93828,Discounted Voice Bundles,,Data Plans,35.88,282,338,1
99708,Discounted Data Bundles,,Data Plans,3.89,369,284,1
10350,Loyalty-Based Free Data Top-Ups,,Value-Added Services,21.17,1044,258,1
68291,Discounted Data Bundles,,Value-Added Services,6.26,1590,89,1
91082,Discounted Data Bundles,,Data Plans,30.83,969,103,1
34541,Discounted SMS Bundles,,Value-Added Services,46.95,1735,378,1
22995,Contract Extension Bonuses,,Value-Added Services,33.26,1642,185,1
74697,Loyalty-Based Free Data Top-Ups,,Value-Added Services,4.3,1665,249,1
97489,Upgrade to Premium Services for Free,,Data Plans,18.06,566,254,1
29525,Loyalty-Based Free Data Top-Ups,,Data Plans,27.76,404,75,1
31406,Discounted Voice Bundles,,Data Plans,20.46,1267,385,1
52930,Upgrade to Premium Services for Free,,Value-Added Services,41.77,210,458,1
61055,Discounted Voice Bundles,,Data Plans,40.83,1113,107,1
56061,Discounted SMS Bundles,,Value-Added Services,30.79,331,155,1
66761,Discounted Voice Bundles,,Voice Plans,18.99,1814,81,1
29224,Discounted Data Bundles,,Value-Added Services,13.14,1707,76,1
71973,Loyalty-Based Free Data Top-Ups,,Device Offers,5.74,1845,484,1
83452,Loyalty-Based Free Data Top-Ups,,Data Plans,18.07,1855,469,1
27593,Free Device,,Data Plans,20.95,1715,459,1
60289,Discounted Voice Bundles,,Device Offers,33.95,1623,257,1
97838,Upgrade to Premium Services for Free,,Value-Added Services,33.08,694,126,1
38051,Discounted Data Bundles,,Voice Plans,3.97,1677,484,1
90239,Free Device,,Device Offers,20.07,1396,390,1
46862,Loyalty-Based Free Data Top-Ups,,Device Offers,9.5,1826,281,1
90095,Free Device,,Value-Added Services,8.26,272,473,1
89635,Discounted Data Bundles,,Data Plans,41.45,1072,87,1
55218,Loyalty-Based Free Data Top-Ups,,Value-Added Services,2.57,1130,203,1
88613,Loyalty-Based Free Data Top-Ups,,Device Offers,21.25,1278,15,1
91109,Contract Extension Bonuses,,Device Offers,8.83,1645,150,1
10495,Loyalty-Based Free Data Top-Ups,,Data Plans,44.03,645,423,1
75824,Contract Extension Bonuses,,Data Plans,28.07,647,253,1
96068,Free Device,,Data Plans,11.95,617,187,1
37331,Discounted SMS Bundles,,Value-Added Services,25.37,1013,328,1
91745,Upgrade to Premium Services for Free,,Data Plans,36.71,314,31,1
75021,Upgrade to Premium Services for Free,,Device Offers,47.93,233,270,1
87227,Free Device,,Device Offers,11.41,384,484,1
64776,Discounted Voice Bundles,,Voice Plans,44.37,1249,396,1
81311,Discounted Voice Bundles,,Value-Added Services,46.75,1562,4,1
58064,Loyalty-Based Free Data Top-Ups,,Voice Plans,45.86,1972,458,1
17602,Upgrade to Premium Services for Free,,Device Offers,31.95,785,329,1
13516,Upgrade to Premium Services for Free,,Voice Plans,31.68,1275,307,1
81753,Contract Extension Bonuses,,Device Offers,20.46,430,332,1
26159,Discounted SMS Bundles,,Voice Plans,37.74,1661,168,1
91823,Discounted Data Bundles,,Data Plans,26.8,1506,180,1
18620,Discounted Voice Bundles,,Voice Plans,34.03,1238,365,1
93263,Upgrade to Premium Services for Free,,Data Plans,21.71,993,177,1
87517,Contract Extension Bonuses,,Data Plans,36.71,1605,142,1
76595,Loyalty-Based Free Data Top-Ups,,Value-Added Services,41.31,1407,361,1
61456,Contract Extension Bonuses,,Data Plans,7.75,998,247,1
98889,Discounted Voice Bundles,,Data Plans,41.73,1198,126,1
10579,Discounted Voice Bundles,,Voice Plans,27.24,1289,262,1
42450,Contract Extension Bonuses,,Device Offers,42.31,1312,39,1
89403,Discounted Data Bundles,,Value-Added Services,21.85,177,411,1
73803,Free Device,,Data Plans,19.26,1046,415,1
77144,Discounted Voice Bundles,,Value-Added Services,45.8,1725,354,1
89935,Contract Extension Bonuses,,Voice Plans,12.93,787,254,1
55865,Upgrade to Premium Services for Free,,Data Plans,42.29,120,142,1
84412,Contract Extension Bonuses,,Voice Plans,24.46,665,239,1
87668,Discounted SMS Bundles,,Value-Added Services,25.95,1307,227,1
72967,Free Device,,Voice Plans,15.77,1994,340,1
35658,Loyalty-Based Free Data Top-Ups,,Value-Added Services,28.87,1345,197,1
89455,Discounted Data Bundles,,Voice Plans,16.6,926,64,1
15038,Loyalty-Based Free Data Top-Ups,,Value-Added Services,2.44,1451,387,1
81719,Loyalty-Based Free Data Top-Ups,,Device Offers,13.96,278,10,1
71919,Free Device,,Voice Plans,0.82,1911,107,1
48668,Free Device,,Voice Plans,48.93,1235,25,1
56110,Free Device,,Device Offers,48.3,1859,444,1
72885,Loyalty-Based Free Data Top-Ups,,Device Offers,20.06,1849,420,1
41233,Upgrade to Premium Services for Free,,Voice Plans,36.55,1182,150,1
83660,Free Device,,Device Offers,17.62,1450,220,1
15220,Contract Extension Bonuses,,Data Plans,33.72,1004,340,1
25461,Loyalty-Based Free Data Top-Ups,,Value-Added Services,40.37,1744,495,1
39916,Loyalty-Based Free Data Top-Ups,,Value-Added Services,47.36,768,236,1
28554,Free Device,,Value-Added Services,20.31,290,236,1
62546,Contract Extension Bonuses,,Data Plans,39.27,1323,496,1
88365,Upgrade to Premium Services for Free,,Device Offers,13.66,1435,218,1
38141,Discounted SMS Bundles,,Device Offers,49.52,807,486,1
28364,Upgrade to Premium Services for Free,,Voice Plans,1.78,1158,423,1
18467,Loyalty-Based Free Data Top-Ups,,Device Offers,30.37,478,460,1
99245,Free Device,,Voice Plans,33.15,486,150,1
22537,Loyalty-Based Free Data Top-Ups,,Data Plans,34.56,1881,122,1
75288,Loyalty-Based Free Data Top-Ups,,Value-Added Services,6.46,336,143,1
79812,Discounted Voice Bundles,,Value-Added Services,46.96,715,477,1
62922,Free Device,,Value-Added Services,9.47,1642,188,1
66301,Discounted Voice Bundles,,Device Offers,31.33,382,254,1
33100,Contract Extension Bonuses,,Voice Plans,11.52,100,67,1
33702,Discounted SMS Bundles,,Voice Plans,15.71,1854,103,1
25127,Discounted Data Bundles,,Data Plans,27.55,563,335,1
75438,Loyalty-Based Free Data Top-Ups,,Device Offers,21.15,1353,158,1
15760,Upgrade to Premium Services for Free,,Data Plans,8.43,1066,308,1
51716,Discounted SMS Bundles,,Voice Plans,8.96,271,361,1
97423,Free Device,,Voice Plans,21.2,1210,408,1
51006,Discounted Voice Bundles,,Value-Added Services,37.99,1676,299,1
38088,Upgrade to Premium Services for Free,,Device Offers,44.95,1246,395,1
38682,Discounted Voice Bundles,,Voice Plans,4.66,942,89,1
88282,Loyalty-Based Free Data Top-Ups,,Value-Added Services,19.96,1421,356,1
78649,Discounted Voice Bundles,,Device Offers,5.46,789,255,1
66574,Loyalty-Based Free Data Top-Ups,,Data Plans,1.32,674,495,1
64136,Contract Extension Bonuses,,Device Offers,33.26,1607,352,1
73210,Upgrade to Premium Services for Free,,Device Offers,30.32,264,219,1
11359,Upgrade to Premium Services for Free,,Voice Plans,8.57,1822,8,1
61543,Discounted Data Bundles,,Voice Plans,12.07,482,11,1
85171,Free Device,,Device Offers,1.67,308,324,1
66395,Loyalty-Based Free Data Top-Ups,,Voice Plans,41.83,1862,437,1
54429,Discounted Data Bundles,,Voice Plans,48.75,1555,243,1
73301,Discounted Voice Bundles,,Voice Plans,7.21,1512,181,1
52116,Discounted Voice Bundles,,Value-Added Services,11.96,1683,283,1
52658,Discounted Data Bundles,,Value-Added Services,43.49,323,311,1
59565,Upgrade to Premium Services for Free,,Device Offers,46.36,102,98,1
82918,Discounted Voice Bundles,,Voice Plans,21.27,471,196,1
75447,Loyalty-Based Free Data Top-Ups,,Value-Added Services,3.01,1810,481,1
29661,Contract Extension Bonuses,,Device Offers,2.45,1569,365,1
15179,Contract Extension Bonuses,,Voice Plans,28.91,710,225,1
73623,Loyalty-Based Free Data Top-Ups,,Data Plans,19.95,215,332,1
25690,Discounted Data Bundles,,Voice Plans,1.92,1393,102,1
51910,Loyalty-Based Free Data Top-Ups,,Voice Plans,29.37,546,105,1
53686,Loyalty-Based Free Data Top-Ups,,Value-Added Services,1.06,1491,364,1
79117,Loyalty-Based Free Data Top-Ups,,Device Offers,39.47,1376,367,1
39493,Discounted Data Bundles,,Device Offers,15.67,1440,57,1
24313,Loyalty-Based Free Data Top-Ups,,Value-Added Services,2.49,514,77,1
85011,Loyalty-Based Free Data Top-Ups,,Voice Plans,29.62,1218,74,1
88736,Upgrade to Premium Services for Free,,Data Plans,20.19,1908,41,1
52936,Loyalty-Based Free Data Top-Ups,,Voice Plans,48.7,991,421,1
20458,Upgrade to Premium Services for Free,,Voice Plans,27.44,1147,323,1
15885,Loyalty-Based Free Data Top-Ups,,Data Plans,14.12,1751,180,1
21711,Contract Extension Bonuses,,Value-Added Services,35.62,762,32,1
38220,Loyalty-Based Free Data Top-Ups,,Device Offers,13.94,1973,70,1
49512,Upgrade to Premium Services for Free,,Value-Added Services,45.26,1173,55,1
37173,Discounted SMS Bundles,,Value-Added Services,19.05,1625,104,1
65293,Free Device,,Voice Plans,27.72,817,199,1
11509,Discounted Voice Bundles,,Device Offers,3.0,1621,100,1
62098,Loyalty-Based Free Data Top-Ups,,Device Offers,21.59,1458,255,1
42263,Discounted SMS Bundles,,Value-Added Services,41.7,1202,306,1
18132,Loyalty-Based Free Data Top-Ups,,Data Plans,40.38,1705,73,1
92385,Contract Extension Bonuses,,Value-Added Services,11.6,1150,170,1
51632,Discounted Data Bundles,,Data Plans,11.69,370,376,1
67805,Loyalty-Based Free Data Top-Ups,,Device Offers,40.96,661,142,1
76469,Contract Extension Bonuses,,Value-Added Services,46.55,903,165,1
67412,Free Device,,Voice Plans,5.22,346,398,1
40373,Loyalty-Based Free Data Top-Ups,,Value-Added Services,22.78,1899,260,1
58490,Upgrade to Premium Services for Free,,Device Offers,17.2,1714,220,1
99628,Discounted Data Bundles,,Voice Plans,43.6,486,82,1
81877,Contract Extension Bonuses,,Voice Plans,4.63,801,181,1
90303,Contract Extension Bonuses,,Data Plans,10.95,658,306,1
35721,Contract Extension Bonuses,,Voice Plans,37.75,1072,9,1
47645,Free Device,,Voice Plans,3.04,1484,395,1
60062,Loyalty-Based Free Data Top-Ups,,Value-Added Services,24.88,1989,3,1
35835,Free Device,,Device Offers,22.38,1083,350,1
70285,Loyalty-Based Free Data Top-Ups,,Data Plans,17.05,1611,401,1
58328,Discounted Voice Bundles,,Value-Added Services,20.03,451,335,1
47364,Discounted Voice Bundles,,Voice Plans,26.73,1824,487,1
89662,Loyalty-Based Free Data Top-Ups,,Voice Plans,8.49,1379,291,1
71922,Loyalty-Based Free Data Top-Ups,,Data Plans,28.81,1345,280,1
98272,Upgrade to Premium Services for Free,,Device Offers,40.37,852,214,1
83125,Free Device,,Data Plans,38.13,880,459,1
40276,Discounted Data Bundles,,Value-Added Services,8.12,1124,97,1
54640,Contract Extension Bonuses,,Data Plans,7.89,645,419,1
33706,Contract Extension Bonuses,,Voice Plans,13.77,1569,100,1
78223,Loyalty-Based Free Data Top-Ups,,Value-Added Services,18.37,178,450,1
85206,Upgrade to Premium Services for Free,,Voice Plans,20.72,1359,8,1
37351,Discounted Voice Bundles,,Device Offers,34.15,433,60,1
98105,Discounted Voice Bundles,,Voice Plans,3.31,988,308,1
52345,Contract Extension Bonuses,,Voice Plans,2.22,1472,145,1
91199,Loyalty-Based Free Data Top-Ups,,Data Plans,19.9,1221,426,1
79483,Free Device,,Voice Plans,35.01,1205,418,1
36640,Discounted Voice Bundles,,Value-Added Services,10.08,601,62,1
10885,Free Device,,Value-Added Services,32.25,1600,120,1
29375,Upgrade to Premium Services for Free,,Device Offers,13.36,1827,225,1
83593,Discounted Voice Bundles,,Value-Added Services,44.36,864,104,1
22263,Discounted Voice Bundles,,Data Plans,44.84,1020,461,1
40816,Discounted SMS Bundles,,Device Offers,15.22,649,259,1
28778,Discounted Voice Bundles,,Value-Added Services,11.88,113,348,1
48835,Loyalty-Based Free Data Top-Ups,,Data Plans,20.86,491,424,1
86938,Discounted Data Bundles,,Value-Added Services,12.41,1470,254,1
44497,Loyalty-Based Free Data Top-Ups,,Value-Added Services,33.78,409,428,1
96359,Loyalty-Based Free Data Top-Ups,,Voice Plans,41.39,485,433,1
83672,Loyalty-Based Free Data Top-Ups,,Value-Added Services,33.82,1332,206,1
75685,Free Device,,Value-Added Services,41.31,1480,27,1
60305,Loyalty-Based Free Data Top-Ups,,Data Plans,20.15,1073,169,1
92018,Loyalty-Based Free Data Top-Ups,,Data Plans,8.24,1724,335,1
43878,Loyalty-Based Free Data Top-Ups,,Voice Plans,37.03,1691,75,1
94074,Upgrade to Premium Services for Free,,Value-Added Services,18.34,1217,115,1
84431,Discounted Voice Bundles,,Voice Plans,33.73,1216,68,1
60644,Discounted Data Bundles,,Value-Added Services,13.9,439,353,1
49290,Free Device,,Device Offers,4.52,696,233,1
54766,Loyalty-Based Free Data Top-Ups,,Device Offers,49.63,1568,0,1
79360,Loyalty-Based Free Data Top-Ups,,Voice Plans,8.23,856,166,1
34851,Discounted SMS Bundles,,Voice Plans,49.43,1145,351,1
93807,Free Device,,Voice Plans,48.88,390,217,1
68451,Loyalty-Based Free Data Top-Ups,,Data Plans,39.79,1608,272,1
32023,Free Device,,Data Plans,33.14,1907,367,1
56263,Discounted Voice Bundles,,Data Plans,29.1,405,250,1
66030,Discounted SMS Bundles,,Voice Plans,43.37,733,346,1
17848,Free Device,,Value-Added Services,14.83,1251,343,1
69885,Discounted Data Bundles,,Device Offers,23.65,724,418,1
94493,Discounted Data Bundles,,Voice Plans,31.16,1038,173,1
71605,Loyalty-Based Free Data Top-Ups,,Data Plans,20.85,1396,169,1
38714,Discounted SMS Bundles,,Data Plans,21.66,947,245,1
16339,Discounted SMS Bundles,,Voice Plans,16.85,541,422,1
78719,Loyalty-Based Free Data Top-Ups,,Voice Plans,28.43,602,89,1
33069,Free Device,,Data Plans,42.6,229,48,1
62003,Discounted SMS Bundles,,Value-Added Services,10.48,1255,445,1
91948,Discounted Data Bundles,,Data Plans,46.75,696,293,1
31361,Discounted Data Bundles,,Data Plans,34.61,1605,406,1
31783,Loyalty-Based Free Data Top-Ups,,Voice Plans,41.25,961,149,1
80891,Discounted Voice Bundles,,Value-Added Services,28.03,1513,131,1
21600,Discounted SMS Bundles,,Data Plans,39.09,692,432,1
12672,Free Device,,Data Plans,1.3,1098,58,1
46471,Loyalty-Based Free Data Top-Ups,,Device Offers,41.01,424,456,1
64729,Loyalty-Based Free Data Top-Ups,,Voice Plans,2.49,1192,323,1
96705,Free Device,,Device Offers,44.55,1783,198,1
81911,Upgrade to Premium Services for Free,,Device Offers,49.6,547,214,1
57715,Contract Extension Bonuses,,Data Plans,15.06,1651,385,1
92666,Discounted Voice Bundles,,Voice Plans,10.91,918,48,1
56921,Loyalty-Based Free Data Top-Ups,,Value-Added Services,38.39,1740,471,1
46521,Discounted SMS Bundles,,Data Plans,13.02,1288,231,1
18258,Discounted Voice Bundles,,Value-Added Services,43.35,1611,246,1
78970,Discounted SMS Bundles,,Value-Added Services,5.59,1836,381,1
18555,Upgrade to Premium Services for Free,,Voice Plans,6.73,808,478,1
42764,Discounted Data Bundles,,Device Offers,48.97,1549,238,1
13772,Discounted Voice Bundles,,Voice Plans,33.86,1820,414,1
46212,Loyalty-Based Free Data Top-Ups,,Value-Added Services,42.42,1957,366,1
15512,Loyalty-Based Free Data Top-Ups,,Data Plans,16.55,364,167,1
95323,Discounted Voice Bundles,,Value-Added Services,33.99,1998,47,1
89649,Discounted Voice Bundles,,Data Plans,29.91,711,50,1
10843,Discounted Voice Bundles,,Data Plans,30.36,1465,298,1
72983,Contract Extension Bonuses,,Voice Plans,34.29,931,97,1
75573,Discounted Voice Bundles,,Value-Added Services,28.98,1849,438,1
73070,Discounted SMS Bundles,,Device Offers,21.74,1401,215,1
72742,Discounted Data Bundles,,Value-Added Services,14.16,773,176,1
60153,Upgrade to Premium Services for Free,,Value-Added Services,38.54,1562,379,1
80973,Free Device,,Device Offers,11.7,256,473,1
41393,Discounted Voice Bundles,,Voice Plans,34.77,1545,79,1
24147,Loyalty-Based Free Data Top-Ups,,Value-Added Services,12.05,350,184,1
31958,Discounted Voice Bundles,,Value-Added Services,31.45,977,366,1
51620,Loyalty-Based Free Data Top-Ups,,Data Plans,37.48,1732,460,1
75683,Discounted SMS Bundles,,Value-Added Services,11.33,629,398,1
41893,Loyalty-Based Free Data Top-Ups,,Device Offers,3.47,426,26,1
19361,Loyalty-Based Free Data Top-Ups,,Data Plans,6.98,1060,451,1
70107,Free Device,,Voice Plans,30.5,994,463,1
30536,Discounted Data Bundles,,Data Plans,42.55,196,447,1
19576,Loyalty-Based Free Data Top-Ups,,Device Offers,2.73,612,477,1
34881,Loyalty-Based Free Data Top-Ups,,Device Offers,36.84,315,491,1
48569,Discounted Data Bundles,,Data Plans,17.4,1255,413,1
43084,Free Device,,Voice Plans,24.19,1383,419,1
97991,Discounted Voice Bundles,,Data Plans,46.48,224,194,1
53970,Loyalty-Based Free Data Top-Ups,,Voice Plans,16.93,1205,213,1
76413,Discounted Data Bundles,,Data Plans,23.53,1406,368,1
22019,Loyalty-Based Free Data Top-Ups,,Device Offers,1.18,1806,341,1
23961,Loyalty-Based Free Data Top-Ups,,Value-Added Services,4.54,158,113,1
12277,Discounted SMS Bundles,,Value-Added Services,13.3,1667,241,1
68384,Discounted Data Bundles,,Voice Plans,1.88,260,123,1
10408,Discounted SMS Bundles,,Voice Plans,31.75,383,304,1
11540,Loyalty-Based Free Data Top-Ups,,Voice Plans,21.61,205,75,1
14575,Free Device,,Device Offers,27.63,1228,310,1
29309,Discounted Voice Bundles,,Data Plans,9.15,1562,468,1
30825,Discounted Data Bundles,,Device Offers,15.15,327,311,1
29407,Upgrade to Premium Services for Free,,Value-Added Services,33.36,1823,195,1
88171,Loyalty-Based Free Data Top-Ups,,Voice Plans,48.28,1705,350,1
92106,Loyalty-Based Free Data Top-Ups,,Data Plans,3.0,417,43,1
59151,Upgrade to Premium Services for Free,,Value-Added Services,44.57,1587,414,1
93587,Contract Extension Bonuses,,Value-Added Services,29.06,901,185,1
95968,Loyalty-Based Free Data Top-Ups,,Value-Added Services,28.41,1722,342,1
73288,Loyalty-Based Free Data Top-Ups,,Device Offers,25.26,973,245,1
83411,Free Device,,Voice Plans,3.94,571,436,1
87543,Discounted Data Bundles,,Value-Added Services,4.95,1179,83,1
14959,Upgrade to Premium Services for Free,,Voice Plans,30.25,724,206,1
79019,Loyalty-Based Free Data Top-Ups,,Device Offers,17.38,112,150,1
80123,Upgrade to Premium Services for Free,,Value-Added Services,45.9,1563,155,1
86466,Discounted Data Bundles,,Device Offers,20.63,1141,15,1
75933,Discounted SMS Bundles,,Device Offers,7.59,793,164,1
81144,Discounted Data Bundles,,Voice Plans,35.88,1072,404,1
58014,Contract Extension Bonuses,,Value-Added Services,15.02,212,462,1
82457,Discounted Data Bundles,,Device Offers,26.51,328,144,1
24460,Discounted Data Bundles,,Value-Added Services,35.04,270,497,1
58928,Contract Extension Bonuses,,Voice Plans,45.06,394,36,1
67591,Free Device,,Device Offers,39.71,288,332,1
51959,Loyalty-Based Free Data Top-Ups,,Voice Plans,33.98,525,402,1
69722,Discounted Data Bundles,,Value-Added Services,34.14,1076,413,1
88255,Contract Extension Bonuses,,Value-Added Services,47.32,1202,44,1
60068,Loyalty-Based Free Data Top-Ups,,Voice Plans,15.14,757,401,1
69432,Discounted SMS Bundles,,Data Plans,0.56,1018,205,1
62849,Discounted SMS Bundles,,Device Offers,13.96,1305,61,1
30154,Discounted Data Bundles,,Value-Added Services,11.29,598,419,1
40479,Free Device,,Value-Added Services,33.26,1921,355,1
69024,Free Device,,Device Offers,31.87,861,467,1
65985,Loyalty-Based Free Data Top-Ups,,Voice Plans,29.88,965,307,1
88418,Discounted Data Bundles,,Voice Plans,1.3,925,18,1
37951,Discounted SMS Bundles,,Voice Plans,36.57,1831,364,1
86980,Free Device,,Data Plans,16.51,1958,299,1
99124,Discounted Data Bundles,,Data Plans,33.42,170,6,1
59104,Upgrade to Premium Services for Free,,Value-Added Services,28.05,347,248,1
35427,Free Device,,Voice Plans,17.47,245,427,1
23865,Contract Extension Bonuses,,Device Offers,7.16,1741,116,1
47975,Roaming Data Bundles,,Value-Added Services,5.17,1898,67,1
97754,Loyalty-Based Free Data Top-Ups,,Device Offers,41.66,1419,33,1
45832,Free Device,,Value-Added Services,45.96,681,193,1
42770,Discounted SMS Bundles,,Data Plans,32.66,569,324,1
70734,Discounted Voice Bundles,,Value-Added Services,5.62,1629,54,1
56993,Upgrade to Premium Services for Free,,Data Plans,20.4,292,265,1
17931,Loyalty-Based Free Data Top-Ups,,Value-Added Services,36.58,1191,479,1
59568,Loyalty-Based Free Data Top-Ups,,Voice Plans,39.1,593,41,1
30875,Loyalty-Based Free Data Top-Ups,,Device Offers,6.35,1940,296,1
61101,Discounted SMS Bundles,,Voice Plans,0.5,151,460,1
18844,Free Device,,Value-Added Services,35.75,981,230,1
39114,Discounted Data Bundles,,Value-Added Services,18.15,462,452,1
73316,Free Device,,Value-Added Services,13.1,1920,377,1
51334,Discounted SMS Bundles,,Data Plans,1.14,1016,393,1
78594,Loyalty-Based Free Data Top-Ups,,Device Offers,27.24,573,9,1
62439,Free Device,,Device Offers,42.63,1969,357,1
67357,Loyalty-Based Free Data Top-Ups,,Value-Added Services,47.9,620,474,1
75414,Upgrade to Premium Services for Free,,Value-Added Services,28.5,1886,443,1
94695,Loyalty-Based Free Data Top-Ups,,Data Plans,25.97,1554,127,1
71879,Discounted Data Bundles,,Voice Plans,4.71,1967,178,1
79420,Upgrade to Premium Services for Free,,Voice Plans,27.67,1421,404,1
63815,Loyalty-Based Free Data Top-Ups,,Device Offers,19.31,1558,391,1
79510,Roaming Data Bundles,,Data Plans,30.55,1819,192,1
26561,Discounted Voice Bundles,,Value-Added Services,19.74,790,91,1
54704,Discounted Voice Bundles,,Device Offers,12.39,1321,368,1
69017,Upgrade to Premium Services for Free,,Data Plans,5.2,1251,230,1
79419,Contract Extension Bonuses,,Voice Plans,16.09,631,77,1
46493,Upgrade to Premium Services for Free,,Data Plans,5.28,1534,84,1
85188,Discounted Voice Bundles,,Voice Plans,9.26,939,29,1
89479,Loyalty-Based Free Data Top-Ups,,Data Plans,49.37,1188,212,1
13525,Discounted SMS Bundles,,Device Offers,22.48,1817,48,1
36454,Upgrade to Premium Services for Free,,Voice Plans,26.83,340,264,1
16700,Loyalty-Based Free Data Top-Ups,,Device Offers,43.74,1492,144,1
70728,Discounted SMS Bundles,,Device Offers,49.78,635,68,1
78832,Discounted SMS Bundles,,Voice Plans,29.34,1507,57,1
12031,Discounted Voice Bundles,,Voice Plans,40.72,1554,184,1
50506,Upgrade to Premium Services for Free,,Value-Added Services,16.68,182,61,1
56205,Free Device,,Value-Added Services,15.63,1081,478,1
62828,Discounted Data Bundles,,Value-Added Services,20.43,1954,307,1
74645,Discounted Voice Bundles,,Device Offers,33.79,1820,444,1
91509,Discounted Voice Bundles,,Device Offers,34.27,1050,295,1
13124,Free Device,,Value-Added Services,16.1,1951,165,1
30592,Discounted Data Bundles,,Device Offers,7.09,710,170,1
93033,Loyalty-Based Free Data Top-Ups,,Device Offers,31.8,673,62,1
66058,Contract Extension Bonuses,,Voice Plans,6.85,385,146,1
95824,Upgrade to Premium Services for Free,,Voice Plans,29.14,1088,483,1
32255,Contract Extension Bonuses,,Device Offers,34.82,1657,305,1
99981,Loyalty-Based Free Data Top-Ups,,Value-Added Services,35.18,558,160,1
63571,Loyalty-Based Free Data Top-Ups,,Data Plans,37.8,1335,140,1
54104,Discounted Voice Bundles,,Value-Added Services,43.71,225,333,1
91173,Discounted Data Bundles,,Data Plans,25.25,1536,96,1
75845,Discounted Voice Bundles,,Value-Added Services,36.65,1622,445,1
26313,Discounted SMS Bundles,,Voice Plans,31.15,524,220,1
19030,Discounted Voice Bundles,,Device Offers,9.74,653,42,1
76152,Discounted Voice Bundles,,Device Offers,1.77,709,432,1
88666,Loyalty-Based Free Data Top-Ups,,Voice Plans,14.58,1666,291,1
89303,Loyalty-Based Free Data Top-Ups,,Data Plans,22.43,1281,377,1
95146,Loyalty-Based Free Data Top-Ups,,Data Plans,31.05,211,107,1
53059,Contract Extension Bonuses,,Data Plans,42.57,501,265,1
27199,Discounted SMS Bundles,,Voice Plans,10.21,1882,94,1
41946,Loyalty-Based Free Data Top-Ups,,Data Plans,6.71,221,261,1
80267,Loyalty-Based Free Data Top-Ups,,Voice Plans,48.19,372,312,1
20967,Loyalty-Based Free Data Top-Ups,,Value-Added Services,5.85,1417,384,1
54264,Discounted Data Bundles,,Value-Added Services,24.19,497,70,1
33889,Contract Extension Bonuses,,Voice Plans,29.49,570,441,1
50938,Free Device,,Device Offers,27.3,1084,218,1
12854,Discounted Data Bundles,,Value-Added Services,4.76,1330,20,1
34044,Upgrade to Premium Services for Free,,Data Plans,3.32,1233,91,1
63861,Upgrade to Premium Services for Free,,Voice Plans,5.72,1563,126,1
90639,Discounted Data Bundles,,Data Plans,29.49,1401,79,1
30750,Loyalty-Based Free Data Top-Ups,,Data Plans,27.45,1691,311,1
77353,Free Device,,Device Offers,12.07,668,237,1
18401,Free Device,,Data Plans,32.07,1605,470,1
41402,Contract Extension Bonuses,,Device Offers,41.09,1926,371,1
16063,Free Device,,Value-Added Services,2.56,1237,403,1
18539,Roaming Data Bundles,,Voice Plans,25.16,996,485,1
96161,Discounted SMS Bundles,,Data Plans,34.62,919,181,1
39749,Loyalty-Based Free Data Top-Ups,,Voice Plans,12.99,952,24,1
74437,Free Device,,Data Plans,15.73,1600,155,1
39574,Contract Extension Bonuses,,Voice Plans,30.88,809,4,1
32188,Upgrade to Premium Services for Free,,Data Plans,44.95,420,119,1
76783,Discounted SMS Bundles,,Data Plans,40.59,278,276,1
45873,Discounted Voice Bundles,,Data Plans,29.36,996,17,1
62817,Discounted Voice Bundles,,Data Plans,36.65,318,430,1
43369,Discounted SMS Bundles,,Data Plans,18.56,888,197,1
51213,Upgrade to Premium Services for Free,,Data Plans,32.23,1651,56,1
47305,Contract Extension Bonuses,,Data Plans,23.58,591,92,1
89128,Discounted SMS Bundles,,Data Plans,9.9,160,18,1
21348,Loyalty-Based Free Data Top-Ups,,Data Plans,35.24,1177,383,1
24168,Loyalty-Based Free Data Top-Ups,,Voice Plans,28.04,1803,352,1
70087,Discounted Voice Bundles,,Device Offers,18.25,637,192,1
59087,Free Device,,Data Plans,45.61,947,236,1
83000,Contract Extension Bonuses,,Device Offers,1.54,1087,386,1
22400,Discounted Voice Bundles,,Data Plans,16.13,164,425,1
12091,Free Device,,Data Plans,3.32,1735,276,1
95340,Free Device,,Voice Plans,38.44,685,226,1
